Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 268, 0, 0, 1.176, 1.176, 16384, 0, 1.176, 3.565, 2.389, 1672, 3.565, 4.657, 1.092, 16384, 0, 4.657, 8.085, 3.428, 2400, 8.085, 9.212, 1.127, 12288, 0, 9.212, 11.497, 2.284, 1800, 11.497, 12.591, 1.095, 16384, 0,    12.591,
 1, 268, 1, 1, 2.273, 1.273, 15360, 0, 2.273, 4.466, 2.192, 1534, 4.466, 5.681, 1.216, 15360, 0, 5.681, 8.903, 3.221, 2250, 8.903, 10.236, 1.334, 11264, 0, 10.236, 12.337, 2.101, 1650, 12.337, 13.553, 1.216, 14336, 0,    12.553,
 2, 268, 2, 2, 3.156, 1.156, 12288, 0, 3.156, 5.419, 2.263, 1293, 5.419, 6.501, 1.082, 12288, 0, 6.501, 9.074, 2.573, 1800, 9.074, 11.082, 2.008, 9216, 0, 11.082, 13.219, 2.138, 1350, 13.219, 14.372, 1.153, 12288, 0,    12.372,
 3, 268, 3, 3, 3.962, 0.962, 11264, 0, 3.962, 6.16, 2.198, 1176, 6.16, 7.258, 1.098, 11264, 0, 7.258, 10.447, 3.189, 1650, 10.447, 11.835, 1.388, 8192, 0, 11.835, 13.861, 2.026, 1200, 13.861, 15.055, 1.194, 10240, 0,    12.055,
 4, 268, 4, 4, 4.887, 0.887, 12288, 0, 4.887, 7.258, 2.371, 1286, 7.258, 8.078, 0.819, 12288, 0, 8.078, 11.477, 3.399, 1800, 11.477, 12.673, 1.196, 9216, 0, 12.673, 14.94, 2.267, 1350, 14.94, 15.875, 0.935, 12288, 0,    11.875,
 5, 268, 5, 5, 6.03, 1.03, 14336, 0, 6.03, 8.224, 2.194, 1439, 8.224, 9.18, 0.956, 14336, 0, 9.18, 12.181, 3.001, 2100, 12.181, 13.604, 1.424, 10240, 0, 13.604, 15.778, 2.174, 1500, 15.778, 16.766, 0.988, 13312, 0,    11.766,
 6, 268, 6, 6, 6.989, 0.989, 13312, 0, 6.989, 9.234, 2.244, 1383, 9.234, 10.122, 0.888, 13312, 0, 10.122, 13.239, 3.118, 1950, 13.239, 14.445, 1.205, 9216, 0, 14.445, 16.654, 2.209, 1350, 16.654, 17.594, 0.94, 12288, 0,    11.594,
 7, 268, 7, 7, 8.03, 1.03, 14336, 0, 8.03, 10.313, 2.283, 1461, 10.313, 11.271, 0.958, 14336, 0, 11.271, 14.479, 3.208, 2100, 14.479, 15.416, 0.937, 10240, 0, 15.416, 17.684, 2.268, 1500, 17.684, 18.572, 0.888, 13312, 0,    11.572,
 8, 268, 8, 8, 8.981, 0.981, 13312, 0, 8.981, 11.155, 2.174, 1346, 11.155, 12.161, 1.006, 13312, 0, 12.161, 14.97, 2.809, 1950, 14.97, 16.258, 1.288, 9216, 0, 16.258, 18.376, 2.118, 1350, 18.376, 19.397, 1.021, 12288, 0,    11.397,
 9, 268, 9, 9, 10.032, 1.032, 14336, 0, 10.032, 12.327, 2.295, 1410, 12.327, 13.283, 0.956, 14336, 0, 13.283, 16.298, 3.015, 2100, 16.298, 17.241, 0.943, 10240, 0, 17.241, 19.598, 2.357, 1500, 19.598, 20.486, 0.888, 13312, 0,    11.486,
